facility_id,subcounty_id,county_id,facility_name,facility_type,bed_capacity
4411,182,28,Health_QKCYMU,Clinic,11
4412,281,45,Health_DQTQDY,Dispensary,8
4413,94,14,Health_PARUWB,Sub-county Hospital,11
4414,82,13,Health_AZHMAZ,Health Centre,7
4415,135,20,Health_SKGRUJ,County Hospital,15
4416,158,24,Health_BTDWLZ,Sub-county Hospital,8
4417,195,30,Health_GMHMBC,County Hospital,7
4418,292,47,Health_YHUWQF,Sub-county Hospital,3
4419,152,23,Health_SADQWQ,County Hospital,19
4420,195,30,Health_YKIBBS,Clinic,6
4421,238,36,Health_EESANR,Sub-county Hospital,8
4422,285,46,Health_RKFZQJ,Clinic,8
4423,126,18,Health_UJDOJS,County Hospital,11
4424,28,5,Health_ASRCWG,Health Centre,14
4425,251,38,Health_XRRVMP,Dispensary,9
4426,282,46,Health_MIGJJT,County Hospital,11
4427,287,47,Health_MHJDCX,County Hospital,3
4428,36,7,Health_XGYUKS,Sub-county Hospital,6
4429,255,40,Health_RXQUZJ,Sub-county Hospital,8
4430,244,37,Health_ZXFVEQ,Dispensary,12
4431,204,30,Health_EEOSFS,Clinic,13
4432,165,26,Health_NKGAAX,Sub-county Hospital,9
4433,140,21,Health_FMPQLC,County Hospital,12
4434,168,26,Health_OMPPKI,County Hospital,7
4435,165,26,Health_OJJQSH,Sub-county Hospital,8
4436,200,30,Health_LOCFVC,Dispensary,4
4437,133,19,Health_SNTAQO,Sub-county Hospital,11
4438,259,41,Health_YPKXOY,Sub-county Hospital,14
4439,56,10,Health_VGNJKB,Clinic,10
4440,197,30,Health_ZKFKRS,Health Centre,7
4441,240,36,Health_VCXNZG,Clinic,7
4442,172,26,Health_AIMGBZ,County Hospital,11
4443,184,28,Health_CPQEZD,Health Centre,6
4444,279,45,Health_MCONEG,Sub-county Hospital,13
4445,82,13,Health_AAWKIH,County Hospital,5
4446,141,22,Health_NBHVUZ,Clinic,8
4447,179,27,Health_SLJAYD,Health Centre,9
4448,124,18,Health_NVJDPL,Sub-county Hospital,12
4449,182,28,Health_XKDNOL,Clinic,11
4450,94,14,Health_MTEAEW,Sub-county Hospital,8
4451,84,13,Health_AYZGLD,County Hospital,9
4452,111,17,Health_YJKMZM,Sub-county Hospital,7
4453,194,30,Health_OZAYFN,County Hospital,6
4454,240,36,Health_AVHMQK,Dispensary,3
4455,89,14,Health_HBCAVR,Health Centre,14
4456,82,13,Health_UCQXIX,Clinic,9
4457,9,2,Health_SEUTSN,Clinic,10
4458,249,38,Health_KRIDTI,Health Centre,10
4459,225,33,Health_PGNIQR,Dispensary,11
4460,75,12,Health_NMQYOB,Health Centre,11
4461,25,4,Health_QJLXOL,Dispensary,11
4462,292,47,Health_KCOYUK,Dispensary,13
4463,206,30,Health_FFJBWX,Clinic,7
4464,16,3,Health_YWXJDR,Dispensary,8
4465,203,30,Health_ZQQBLL,Dispensary,13
4466,140,21,Health_MZUBZV,County Hospital,9
4467,98,15,Health_DBFNKO,Sub-county Hospital,8
4468,60,11,Health_HECUCQ,Sub-county Hospital,9
4469,281,45,Health_DLWDBL,Sub-county Hospital,10
4470,245,37,Health_FKUDMS,Sub-county Hospital,9
4471,225,33,Health_NGCTWO,Health Centre,13
4472,207,30,Health_VTSHYM,Clinic,10
4473,169,26,Health_QHXOTN,County Hospital,9
4474,92,14,Health_BJTCMS,Dispensary,12
4475,41,8,Health_OBATKF,Health Centre,6
4476,264,42,Health_ATNPAY,Health Centre,12
4477,152,23,Health_KUQLDS,Sub-county Hospital,10
4478,165,26,Health_RSNGBX,Dispensary,13
4479,223,33,Health_DTGFST,Clinic,10
4480,13,3,Health_DVAGRU,Health Centre,12
4481,54,10,Health_GTIUJL,Clinic,13
4482,217,31,Health_KFEVDM,Sub-county Hospital,8
4483,274,44,Health_RPHCBS,Sub-county Hospital,8
4484,270,43,Health_OBTJXX,County Hospital,11
4485,209,31,Health_EEKPLL,Dispensary,7
4486,209,31,Health_JJYYTM,Health Centre,11
4487,239,36,Health_FZGCFX,Sub-county Hospital,14
4488,220,32,Health_OYCZVL,County Hospital,7
4489,216,31,Health_OHBOZR,Health Centre,11
4490,101,16,Health_GIHVNJ,Health Centre,9
4491,268,43,Health_ONQDQJ,Health Centre,10
4492,126,18,Health_VGSPCG,Dispensary,13
4493,235,35,Health_VEMAKC,Clinic,9
4494,167,26,Health_GWOUWZ,Health Centre,9
4495,283,46,Health_EWDXGH,Dispensary,12
4496,227,33,Health_VZNXJP,Dispensary,9
4497,157,24,Health_HMYONZ,Sub-county Hospital,7
4498,164,26,Health_TSLIBH,County Hospital,9
4499,71,12,Health_HSZLZF,Sub-county Hospital,10
4500,55,10,Health_QLKLKJ,Sub-county Hospital,8
4501,250,38,Health_JJQSTQ,Health Centre,10
4502,62,11,Health_FMUEXY,County Hospital,8
4503,129,18,Health_FSQBJN,Health Centre,9
4504,25,4,Health_BKXDNO,Sub-county Hospital,9
4505,90,14,Health_YRFZNT,Dispensary,11
4506,101,16,Health_MTUPOI,Dispensary,12
4507,31,6,Health_WTUEHD,Sub-county Hospital,7
4508,241,36,Health_EUBQSF,Health Centre,9
4509,92,14,Health_JZMMZK,County Hospital,15
4510,178,27,Health_RGLKSO,Sub-county Hospital,7
4511,216,31,Health_ZHEIIV,County Hospital,7
4512,31,6,Health_ASCONM,Clinic,17
4513,276,44,Health_DPVYKN,Sub-county Hospital,7
4514,151,23,Health_VZNVTX,Dispensary,7
4515,137,20,Health_XCLAMP,Sub-county Hospital,10
4516,84,13,Health_URTMQG,Sub-county Hospital,8
4517,27,5,Health_MUSFHJ,Dispensary,14
4518,130,19,Health_PFJCWA,Health Centre,12
4519,149,23,Health_KOSDWU,County Hospital,7
4520,256,40,Health_JBMYHQ,Clinic,14
4521,32,6,Health_OPPQEH,County Hospital,10
4522,266,42,Health_NBTZYG,Dispensary,10
4523,223,33,Health_DCXGUO,Dispensary,6
4524,46,8,Health_FCJSBW,Dispensary,5
4525,11,2,Health_XPTKOM,Sub-county Hospital,14
4526,231,34,Health_QFZXPU,Sub-county Hospital,10
4527,169,26,Health_FWPVOG,Dispensary,11
4528,12,3,Health_XFDVPA,County Hospital,13
4529,222,32,Health_JGCNZW,Sub-county Hospital,7
4530,24,4,Health_DIRDWS,Health Centre,7
4531,69,11,Health_DVKOBD,Sub-county Hospital,13
4532,36,7,Health_PJMCGP,Clinic,9
4533,14,3,Health_DRDRPW,Clinic,7
4534,158,24,Health_EUFQEZ,Sub-county Hospital,9
4535,274,44,Health_EUPPGY,County Hospital,6
4536,184,28,Health_BXOURW,Health Centre,7
4537,208,31,Health_SJTBGC,County Hospital,12
4538,289,47,Health_VKNRDJ,Clinic,11
4539,239,36,Health_VLNKUZ,Clinic,5
4540,191,30,Health_VSFWJU,Sub-county Hospital,14
4541,153,23,Health_LCFMSL,County Hospital,8
4542,132,19,Health_AVFNUL,County Hospital,10
4543,21,4,Health_AJDARA,Clinic,11
4544,52,10,Health_WQSMJC,Dispensary,7
4545,265,42,Health_PKDAFG,County Hospital,17
4546,30,5,Health_HNHROB,Dispensary,8
4547,93,14,Health_TDDCIS,Clinic,12
4548,117,18,Health_XCOVLU,Dispensary,9
4549,249,38,Health_FHURBO,Clinic,9
4550,194,30,Health_RVHVPV,Health Centre,15
4551,249,38,Health_ZPWQVH,Sub-county Hospital,4
4552,158,24,Health_WUYAST,Health Centre,8
4553,139,21,Health_CMIFIN,Health Centre,12
4554,20,3,Health_AWFEWZ,Dispensary,12
4555,140,21,Health_OOYGWF,Dispensary,7
4556,208,31,Health_IWEYQS,Clinic,13
4557,24,4,Health_MCNAVJ,Health Centre,14
4558,154,24,Health_NMVJKM,Dispensary,6
4559,24,4,Health_XZKCCW,Health Centre,8
4560,97,15,Health_FMUNCM,Sub-county Hospital,13
4561,143,22,Health_UWTPIK,Health Centre,9
4562,42,8,Health_KTRNFG,Dispensary,6
4563,157,24,Health_BRCVFY,Clinic,11
4564,92,14,Health_EEIFQK,Clinic,8
4565,38,7,Health_LVPSBE,Clinic,11
4566,85,13,Health_KDFKTG,Health Centre,10
4567,252,39,Health_MWEJDN,County Hospital,9
4568,291,47,Health_ICDSNR,Clinic,6
4569,96,15,Health_IIEWPE,Health Centre,6
4570,171,26,Health_TLBHYV,Clinic,7
4571,192,30,Health_UOXYTC,Clinic,16
4572,102,16,Health_IGOHUG,Health Centre,12
4573,102,16,Health_MCYGMV,Sub-county Hospital,10
4574,27,5,Health_ELWANY,Health Centre,11
4575,184,28,Health_BLIOMG,Sub-county Hospital,5
4576,44,8,Health_RUATME,County Hospital,9
4577,200,30,Health_YIMYFY,Dispensary,10
4578,250,38,Health_BQEHLW,Health Centre,9
4579,272,43,Health_ZKRIMH,County Hospital,11
4580,218,32,Health_LWMIKB,Dispensary,8
4581,28,5,Health_GKFDTE,County Hospital,10
4582,255,40,Health_YPSEBV,Sub-county Hospital,10
4583,282,46,Health_KMFHTR,Sub-county Hospital,8
4584,105,16,Health_JMZVAF,Dispensary,9
4585,88,14,Health_MLYPXP,Clinic,8
4586,46,8,Health_ULBSBN,Dispensary,8
4587,93,14,Health_IGDYOW,County Hospital,7
4588,229,34,Health_KKQOKM,Sub-county Hospital,10
4589,10,2,Health_CQUWTP,Sub-county Hospital,4
4590,156,24,Health_JFKXFT,Dispensary,5
4591,265,42,Health_ZLZGWM,Dispensary,10
4592,228,33,Health_UQFDXA,Clinic,10
4593,170,26,Health_DUYWAQ,Clinic,7
4594,164,26,Health_IHXORF,Clinic,5
4595,191,30,Health_GYUGZW,County Hospital,16
4596,28,5,Health_GNJLCC,Health Centre,6
4597,259,41,Health_NPVSXQ,County Hospital,15
4598,129,18,Health_XRRMNJ,Dispensary,8
4599,85,13,Health_RYQKJJ,Clinic,5
4600,197,30,Health_WDQBSC,Sub-county Hospital,10
4601,11,2,Health_CUZNGR,Clinic,5
4602,45,8,Health_HSXMLE,Health Centre,12
4603,12,3,Health_FOHUGD,Sub-county Hospital,7
4604,21,4,Health_RNAIMH,Clinic,11
4605,275,44,Health_BFXYNL,Clinic,6
4606,146,22,Health_OJFGFQ,County Hospital,9
4607,11,2,Health_BCJPKR,Clinic,13
4608,46,8,Health_ZMTIZG,County Hospital,7
4609,146,22,Health_VXCRFX,Sub-county Hospital,11
4610,229,34,Health_KWGRXD,County Hospital,7
4611,192,30,Health_ENDHQF,Sub-county Hospital,9
4612,201,30,Health_QICJGO,Clinic,11
4613,46,8,Health_QVDSJY,Dispensary,8
4614,107,16,Health_OODDSF,Dispensary,10
4615,146,22,Health_AYZXJC,County Hospital,6
4616,166,26,Health_LYXRUA,Clinic,8
4617,25,4,Health_WKEHQI,County Hospital,5
4618,138,20,Health_BXKVMO,Sub-county Hospital,8
4619,77,13,Health_MDGODW,Sub-county Hospital,12
4620,284,46,Health_GGQGLS,Clinic,9
4621,32,6,Health_PLNANT,Sub-county Hospital,15
4622,82,13,Health_TTMGGY,Clinic,9
4623,68,11,Health_RMROBI,County Hospital,7
4624,158,24,Health_FIHSIO,Dispensary,14
4625,101,16,Health_WRQAAI,Health Centre,10
4626,83,13,Health_TQLZYZ,Sub-county Hospital,14
4627,189,29,Health_PBBYZY,Clinic,9
4628,16,3,Health_ISXDJL,Clinic,13
4629,107,16,Health_RJWVGX,Sub-county Hospital,10
4630,64,11,Health_WKNTLK,Dispensary,7
4631,265,42,Health_LDAHMM,County Hospital,10
4632,109,17,Health_IFNDVP,Sub-county Hospital,13
4633,261,41,Health_DEYVUU,County Hospital,12
4634,196,30,Health_KYKOCZ,Health Centre,7
4635,187,29,Health_NSZJFG,Health Centre,7
4636,292,47,Health_QPGDOI,Health Centre,12
4637,34,6,Health_COWHJU,Sub-county Hospital,12
4638,37,7,Health_CGPHZY,Dispensary,10
4639,232,34,Health_EGAZUA,Health Centre,13
4640,270,43,Health_WMFVGO,Health Centre,13
4641,231,34,Health_IZLJJK,Sub-county Hospital,9
4642,23,4,Health_FTHSDB,Sub-county Hospital,7
4643,11,2,Health_EYRIDB,Clinic,9
4644,71,12,Health_GMJHSA,Dispensary,8
4645,100,16,Health_KRIWTC,Clinic,8
4646,229,34,Health_QIFRPA,Dispensary,9
4647,178,27,Health_CCCBTZ,Sub-county Hospital,7
4648,192,30,Health_NIOGWW,Health Centre,14
4649,262,42,Health_QNMIWC,Clinic,16
4650,4,1,Health_EPAUTD,Dispensary,9
4651,219,32,Health_CWYKLV,Clinic,11
4652,129,18,Health_IOPRTG,County Hospital,13
4653,169,26,Health_LZITJF,Clinic,8
4654,225,33,Health_VOWLJI,Health Centre,12
4655,291,47,Health_LYVAKL,Health Centre,6
4656,130,19,Health_UZJOMM,Clinic,15
4657,235,35,Health_CZDREK,County Hospital,9
4658,14,3,Health_CDEDLL,Sub-county Hospital,2
4659,144,22,Health_JHYBDU,Clinic,16
4660,57,11,Health_YSFSOL,Clinic,13
4661,128,18,Health_WGBQWK,County Hospital,6
4662,100,16,Health_JQTBBB,Clinic,9
4663,205,30,Health_BEOWFX,Health Centre,15
4664,61,11,Health_XHERYA,Clinic,10
4665,156,24,Health_RMJOFP,Clinic,11
4666,143,22,Health_AFSRRK,Dispensary,9
4667,281,45,Health_DWLKFH,County Hospital,10
4668,282,46,Health_AXXBLD,Clinic,15
4669,266,42,Health_YTLMGW,County Hospital,3
4670,207,30,Health_KJDIOG,Health Centre,16
4671,114,17,Health_OGYKUM,Health Centre,9
4672,158,24,Health_BUCWCC,Sub-county Hospital,6
4673,44,8,Health_XWPUFT,Clinic,5
4674,148,23,Health_YKCDVP,Health Centre,6
4675,77,13,Health_MHPQKW,Health Centre,8
4676,240,36,Health_WSKAHR,Sub-county Hospital,12
4677,132,19,Health_WWBXZW,Sub-county Hospital,3
4678,122,18,Health_SUFFBT,Dispensary,13
4679,25,4,Health_AMCUUT,County Hospital,8
4680,228,33,Health_TOTMKY,Health Centre,11
4681,91,14,Health_LVNPOL,Health Centre,12
4682,200,30,Health_SLJBUZ,Dispensary,9
4683,191,30,Health_JVHTGY,County Hospital,8
4684,200,30,Health_WJTHIH,Health Centre,10
4685,172,26,Health_LJENSH,Clinic,9
4686,227,33,Health_NJOAJX,Sub-county Hospital,7
4687,113,17,Health_LPRAAN,Clinic,8
4688,109,17,Health_WRTLZV,Health Centre,10
4689,113,17,Health_JGBQWB,Sub-county Hospital,15
4690,124,18,Health_FZOSZC,Health Centre,11
4691,165,26,Health_YRMXDV,Sub-county Hospital,14
4692,139,21,Health_PQBYSJ,Clinic,9
4693,53,10,Health_OYXIRR,County Hospital,12
4694,159,24,Health_MCYJCD,Health Centre,12
4695,20,3,Health_GRGIQL,Clinic,14
4696,196,30,Health_ZASVQD,Health Centre,14
4697,17,3,Health_ETBMWL,County Hospital,10
4698,62,11,Health_SDGTZF,County Hospital,11
4699,41,8,Health_HBEAGL,County Hospital,12
4700,146,22,Health_MJBGJX,Health Centre,12
4701,2,1,Health_TBAAXZ,Dispensary,7
4702,116,18,Health_EGBGVE,Dispensary,7
4703,62,11,Health_LXGFIO,Health Centre,4
4704,113,17,Health_KBCNSF,Sub-county Hospital,13
4705,14,3,Health_BZETMH,Sub-county Hospital,13
4706,216,31,Health_JLLDFL,Sub-county Hospital,8
4707,229,34,Health_QOQEHO,County Hospital,11
4708,279,45,Health_FWTYOV,Sub-county Hospital,11
4709,7,2,Health_IIZOWA,Health Centre,7
4710,114,17,Health_NVHVYO,County Hospital,13
4711,25,4,Health_IQMDPQ,County Hospital,10
4712,68,11,Health_KDGTFP,Dispensary,8
4713,241,36,Health_TBAHDV,Sub-county Hospital,13
4714,118,18,Health_AHNUCF,Health Centre,10
4715,106,16,Health_UJRXWU,Dispensary,14
4716,208,31,Health_GHAFUM,County Hospital,10
4717,6,1,Health_NQOOGH,Health Centre,8
4718,237,35,Health_UOIWNF,Clinic,4
4719,33,6,Health_TSEHAK,Sub-county Hospital,9
4720,53,10,Health_VQVOHK,Health Centre,10
4721,96,15,Health_RWMCEZ,County Hospital,9
4722,84,13,Health_URBZFQ,Clinic,6
4723,196,30,Health_PJAGOI,Dispensary,6
4724,12,3,Health_CANHWM,Health Centre,7
4725,280,45,Health_GYSFIO,Health Centre,15
4726,213,31,Health_PDFZZX,Dispensary,11
4727,16,3,Health_SDVMZH,Health Centre,10
4728,106,16,Health_ONRQIA,Clinic,12
4729,137,20,Health_CKIGKX,Dispensary,8
4730,72,12,Health_OXQMYC,Health Centre,13
4731,83,13,Health_VRNVVH,Health Centre,9
4732,159,24,Health_WEELVF,Dispensary,10
4733,60,11,Health_TOMMZX,Dispensary,12
4734,159,24,Health_VJQNCL,County Hospital,13
4735,258,40,Health_PBCDNE,Clinic,12
4736,164,26,Health_JDIMIW,Health Centre,6
4737,36,7,Health_BKEJWW,Sub-county Hospital,15
4738,203,30,Health_KJXVPM,Dispensary,15
4739,14,3,Health_JXIJHN,County Hospital,9
4740,285,46,Health_ETKGWZ,County Hospital,3
4741,89,14,Health_WRTWZY,Sub-county Hospital,8
4742,216,31,Health_SIIUDP,Clinic,13
4743,199,30,Health_WKDQXK,Dispensary,12
4744,279,45,Health_WLYJQS,Health Centre,12
4745,266,42,Health_GONEHL,Dispensary,6
4746,96,15,Health_QABDDR,County Hospital,12
4747,15,3,Health_MYSQSA,Sub-county Hospital,8
4748,201,30,Health_QAZLCW,Sub-county Hospital,11
4749,144,22,Health_OSOSMM,Dispensary,13
4750,52,10,Health_LKUOWX,Sub-county Hospital,14
4751,141,22,Health_FRFKUJ,Clinic,14
4752,252,39,Health_OMLIBA,Clinic,11
4753,14,3,Health_OHGMWE,Clinic,9
4754,283,46,Health_INIMKU,Health Centre,20
4755,113,17,Health_SRYPAK,Clinic,7
4756,10,2,Health_WCVPGE,Clinic,6
4757,202,30,Health_WULKSF,Sub-county Hospital,10
4758,262,42,Health_TLUXLA,Clinic,4
4759,53,10,Health_BQWXAP,Health Centre,9
4760,181,28,Health_SDCPHR,County Hospital,9
4761,131,19,Health_PRRMQM,Dispensary,7
4762,151,23,Health_TLRJOB,County Hospital,10
4763,90,14,Health_CCOAMZ,Clinic,11
4764,201,30,Health_JAJBRB,County Hospital,6
4765,107,16,Health_FKFVUW,Sub-county Hospital,9
4766,236,35,Health_JTUZZN,Health Centre,11
4767,120,18,Health_JRPCVW,Health Centre,7
4768,11,2,Health_CYGOJQ,County Hospital,12
4769,41,8,Health_KIYTRU,County Hospital,11
4770,95,15,Health_ESZEIP,Clinic,7
4771,153,23,Health_VGXNYL,Sub-county Hospital,11
4772,290,47,Health_EMPDFA,Clinic,9
4773,127,18,Health_KMBTXL,Sub-county Hospital,11
4774,135,20,Health_XZNMAQ,Sub-county Hospital,15
4775,89,14,Health_IMGRSI,Health Centre,19
4776,186,29,Health_KDOTRV,Health Centre,11
4777,159,24,Health_OTJJXG,County Hospital,12
4778,220,32,Health_JPJPPC,Health Centre,7
4779,143,22,Health_ANKHSY,Dispensary,7
4780,100,16,Health_DLZOIU,County Hospital,13
4781,155,24,Health_DKRZIX,Sub-county Hospital,10
4782,57,11,Health_USLWDE,Clinic,14
4783,36,7,Health_FSUJSE,Sub-county Hospital,11
4784,202,30,Health_EPREQJ,Dispensary,13
4785,287,47,Health_OGNJFJ,Dispensary,13
4786,251,38,Health_ANYTAE,Health Centre,7
4787,82,13,Health_MJHLDD,County Hospital,11
4788,145,22,Health_AOGWYN,Dispensary,18
4789,253,39,Health_SHSGTY,County Hospital,5
4790,184,28,Health_TZOFLH,Dispensary,9
4791,180,28,Health_WGWJFH,Clinic,8
4792,220,32,Health_FCBWJU,Sub-county Hospital,13
4793,154,24,Health_LITLIP,Clinic,9
4794,32,6,Health_JTPWUV,Sub-county Hospital,17
4795,70,12,Health_DJVDOS,Dispensary,7
4796,76,13,Health_AIXPSV,Clinic,5
4797,113,17,Health_YZNTVI,Health Centre,11
4798,75,12,Health_CEIDLF,Dispensary,21
4799,282,46,Health_SJILJO,Sub-county Hospital,9
4800,283,46,Health_OYBLSJ,Health Centre,11
4801,157,24,Health_XOUAWX,County Hospital,9
4802,42,8,Health_SWUINS,Health Centre,4
4803,123,18,Health_DHPOIK,Clinic,7
4804,53,10,Health_SYCJNF,Clinic,8
4805,149,23,Health_GKGDVG,Clinic,13
4806,14,3,Health_KMJBOT,Health Centre,5
4807,153,23,Health_ZVJVLY,Health Centre,10
4808,100,16,Health_ICJHXO,Clinic,12
4809,253,39,Health_LOAQPM,Health Centre,9
4810,209,31,Health_XHJLDQ,Sub-county Hospital,13
4811,50,9,Health_NXJUPX,Clinic,12
4812,39,7,Health_IJUJPF,Sub-county Hospital,7
4813,69,11,Health_IWSLBE,Clinic,8
4814,200,30,Health_AQEQZB,Health Centre,10
4815,255,40,Health_XOJUNQ,Dispensary,8
4816,195,30,Health_UTGQXS,Clinic,10
4817,242,36,Health_RPJAWW,County Hospital,11
4818,124,18,Health_VQVOYB,Health Centre,9
4819,129,18,Health_HJIPND,Dispensary,9
4820,22,4,Health_UATVSY,Health Centre,10
4821,240,36,Health_KMFGYD,County Hospital,8
4822,215,31,Health_WNHBFR,Health Centre,17
4823,53,10,Health_AJSFMW,Dispensary,8
4824,67,11,Health_PHSQAB,Sub-county Hospital,7
4825,176,27,Health_XQYPPX,Health Centre,12
4826,188,29,Health_MELQIR,Health Centre,9
4827,89,14,Health_DYNWFT,Dispensary,10
4828,287,47,Health_UPYUMR,Clinic,12
4829,202,30,Health_FYFYLI,Clinic,7
4830,266,42,Health_KFPATF,Dispensary,12
4831,146,22,Health_OCDVJL,Health Centre,4
4832,24,4,Health_TLINEI,Health Centre,11
4833,273,44,Health_JFRGOM,Health Centre,4
4834,231,34,Health_AIWVUY,County Hospital,11
4835,42,8,Health_DTMHKZ,Clinic,12
4836,107,16,Health_OFQGKZ,County Hospital,7
4837,235,35,Health_YCURQM,Clinic,13
4838,161,25,Health_RDHTOY,Health Centre,14
4839,100,16,Health_ZQFEPE,Health Centre,7
4840,57,11,Health_SPOJKV,Dispensary,9
4841,257,40,Health_TNMGEP,Health Centre,10
4842,57,11,Health_UFPCDA,Health Centre,12
4843,149,23,Health_QSMIZS,Health Centre,11
4844,117,18,Health_UDZHLR,Clinic,9
4845,238,36,Health_GZZISY,Clinic,10
4846,203,30,Health_AITNPC,Sub-county Hospital,4
4847,160,25,Health_VUVBPD,Health Centre,9
4848,169,26,Health_DMVWPZ,County Hospital,11
4849,254,39,Health_ECRBTI,Health Centre,6
4850,237,35,Health_MLWIMG,Dispensary,5
4851,14,3,Health_ETFRZV,Sub-county Hospital,17
4852,148,23,Health_FOJLHV,Dispensary,10
4853,7,2,Health_MJYLGK,Clinic,4
4854,21,4,Health_ZJOULY,Dispensary,7
4855,4,1,Health_BJHQCC,County Hospital,8
4856,112,17,Health_IBJXUL,Dispensary,5
4857,256,40,Health_CEWPNG,Sub-county Hospital,10
4858,142,22,Health_ACZIHW,County Hospital,11
4859,144,22,Health_LAGFIF,Sub-county Hospital,11
4860,239,36,Health_CTUDDC,County Hospital,11
4861,251,38,Health_ZWYYQR,Sub-county Hospital,13
4862,6,1,Health_NUXNYI,Clinic,7
4863,180,28,Health_LKNDYD,Clinic,12
4864,36,7,Health_XAYVAG,County Hospital,9
4865,57,11,Health_AWPPLE,Sub-county Hospital,13
4866,104,16,Health_CQYSOW,Sub-county Hospital,12
4867,273,44,Health_LQLGWP,Health Centre,14
4868,123,18,Health_YRNOIR,County Hospital,7
4869,111,17,Health_EQFBJX,Clinic,7
4870,139,21,Health_CDGYQA,Health Centre,10
4871,42,8,Health_PVMASZ,Sub-county Hospital,5
4872,27,5,Health_WDVPGL,Clinic,3
4873,116,18,Health_VVDQAH,Clinic,13
4874,142,22,Health_KKOXHV,Dispensary,7
4875,275,44,Health_HXLQEE,Sub-county Hospital,14
4876,156,24,Health_UQPUCV,Health Centre,7
4877,207,30,Health_WNTJDB,Clinic,5
4878,252,39,Health_KVGSTN,Sub-county Hospital,8
4879,186,29,Health_LSRDJB,Dispensary,13
4880,52,10,Health_RFIOAM,Clinic,7
4881,279,45,Health_DBEMTG,County Hospital,9
4882,242,36,Health_ZOEPEN,Clinic,12
4883,141,22,Health_JMPLHV,Health Centre,6
4884,138,20,Health_SIDCIV,Clinic,10
4885,194,30,Health_OGTOTW,Sub-county Hospital,5
4886,87,13,Health_ALKIYR,Health Centre,9
4887,13,3,Health_BXTRZR,Sub-county Hospital,11
4888,190,30,Health_SBATUA,Health Centre,11
4889,66,11,Health_ZLWZEI,Health Centre,7
4890,156,24,Health_CRDSAP,Clinic,8
4891,86,13,Health_YVQKLA,Clinic,14
4892,222,32,Health_RXZUOH,Health Centre,7
4893,39,7,Health_JNBTLJ,Dispensary,7
4894,199,30,Health_YERACJ,Health Centre,8
4895,200,30,Health_KWLHWA,Sub-county Hospital,15
4896,290,47,Health_KZZSPA,Sub-county Hospital,5
4897,183,28,Health_OEYKBY,County Hospital,9
4898,8,2,Health_GDTJZX,Sub-county Hospital,10
4899,39,7,Health_SQRDAG,County Hospital,8
4900,140,21,Health_UFWMGN,Health Centre,16
4901,1,1,Health_DIHYNY,Health Centre,8
4902,149,23,Health_CSHKLT,County Hospital,16
4903,258,40,Health_QZWZUK,Clinic,14
4904,77,13,Health_CIKRXR,Sub-county Hospital,10
4905,134,20,Health_OQDPRJ,Dispensary,6
4906,5,1,Health_DDGFHN,Dispensary,12
4907,263,42,Health_ZFAVQU,Sub-county Hospital,10
4908,209,31,Health_DCOCVM,Clinic,10
4909,54,10,Health_VVLDMC,Clinic,12
4910,116,18,Health_SOXDTC,Sub-county Hospital,8
4911,40,7,Health_MVZSSE,Dispensary,9
4912,285,46,Health_FNSZIF,Clinic,11
4913,100,16,Health_ELPDPK,Dispensary,6
4914,277,45,Health_WEMEVY,Health Centre,8
4915,95,15,Health_BPORGN,Clinic,11
4916,121,18,Health_LCNBKM,Health Centre,8
4917,270,43,Health_FHSZIW,Clinic,8
4918,131,19,Health_JJSALK,Health Centre,12
4919,51,9,Health_UJMPGX,County Hospital,13
4920,86,13,Health_GOVOQU,Sub-county Hospital,8
4921,174,27,Health_EYNRBX,Health Centre,15
4922,145,22,Health_IMTCRM,Dispensary,7
4923,201,30,Health_GOGPEI,County Hospital,9
4924,37,7,Health_EJIXIF,Clinic,11
4925,206,30,Health_PNDOHG,Sub-county Hospital,7
4926,100,16,Health_NFRLPC,County Hospital,7
4927,162,25,Health_ACQSEK,Clinic,11
4928,161,25,Health_YUNHRX,Dispensary,6
4929,127,18,Health_YDYZRQ,Dispensary,11
4930,64,11,Health_DKSVTH,Clinic,8
4931,47,8,Health_IQKKVI,County Hospital,15
4932,223,33,Health_IPKWYB,Sub-county Hospital,7
4933,231,34,Health_WPNRTF,Health Centre,12
4934,199,30,Health_SRIIYP,Health Centre,7
4935,217,31,Health_IICIDQ,Clinic,10
4936,283,46,Health_AGXJYA,Dispensary,8
4937,27,5,Health_EHRRBO,Sub-county Hospital,7
4938,249,38,Health_DCSIJJ,Health Centre,6
4939,22,4,Health_FUJFDD,Health Centre,10
4940,25,4,Health_GJFAGE,County Hospital,12
4941,250,38,Health_UDALCQ,Clinic,16
4942,233,35,Health_RNSFLG,Health Centre,7
4943,210,31,Health_EHAWKB,Dispensary,10
4944,150,23,Health_CRKLDJ,Clinic,14
4945,213,31,Health_MCAFPD,Health Centre,14
4946,152,23,Health_VHLWEX,County Hospital,7
4947,262,42,Health_IVQVUR,Clinic,9
4948,28,5,Health_XRENKB,County Hospital,7
4949,272,43,Health_PMELJM,Sub-county Hospital,15
4950,205,30,Health_AZAILL,Clinic,8
4951,161,25,Health_PMDNFO,County Hospital,5
4952,250,38,Health_HHXOAC,County Hospital,14
4953,260,41,Health_IEQRGY,County Hospital,11
4954,288,47,Health_NMMDVS,County Hospital,12
4955,10,2,Health_VYHAET,County Hospital,18
