project_id,county_id,project_name,project_type,start_year,completion_status
1495,18,Infra_RULEPR,School construction,2019,Planned
1496,16,Infra_IF6C1U,Hospital upgrade,2024,Ongoing
1497,15,Infra_VJMIIB,Road,2017,Ongoing
1498,34,Infra_3A5ZBY,School construction,2023,Planned
1499,6,Infra_JIFPS4,Bridge,2005,Planned
1500,46,Infra_XNAYBZ,Road,2006,Completed
1501,13,Infra_ZRHWCI,Road,2017,Planned
1502,11,Infra_DD8CVL,Bridge,2010,Ongoing
1503,21,Infra_Z03S9I,Water supply,2010,Ongoing
1504,3,Infra_NJ2LVW,Hospital upgrade,2014,Completed
1505,30,Infra_7A4T55,Electricity,2014,Planned
1506,11,Infra_IVLCQ2,Electricity,2022,Completed
1507,27,Infra_17KGTT,Bridge,2021,Ongoing
1508,24,Infra_0VS3E9,Electricity,2008,Completed
1509,26,Infra_FTF9YP,Electricity,2018,Planned
1510,18,Infra_HKKNUS,Road,2010,Completed
1511,42,Infra_X64NU8,School construction,2012,Planned
1512,18,Infra_7SDQAW,Water supply,2020,Completed
1513,30,Infra_5JYSEL,Road,2020,Planned
1514,31,Infra_9A15CV,Water supply,2019,Completed
1515,17,Infra_7I65DV,Bridge,2022,Completed
1516,46,Infra_J2WRTA,Road,2022,Ongoing
1517,8,Infra_52GMJN,Bridge,2018,Ongoing
1518,31,Infra_FYX8PX,Electricity,2006,Ongoing
1519,45,Infra_F50D3N,Bridge,2014,Planned
1520,10,Infra_3DWTHH,Road,2023,Planned
1521,19,Infra_68IE6Q,School construction,2005,Completed
1522,9,Infra_X9RUCV,Road,2023,Planned
1523,27,Infra_IEFOA1,Hospital upgrade,2010,Completed
1524,27,Infra_HPMQ10,Bridge,2014,Ongoing
1525,2,Infra_HFMWUE,Hospital upgrade,2012,Completed
1526,20,Infra_BTIZYK,School construction,2008,Completed
1527,46,Infra_45M82O,Hospital upgrade,2015,Ongoing
1528,3,Infra_OVF7HE,Hospital upgrade,2005,Planned
1529,3,Infra_W3HR2L,Bridge,2019,Ongoing
1530,36,Infra_E6PGEE,School construction,2010,Ongoing
1531,15,Infra_M4TBG7,Road,2017,Ongoing
1532,24,Infra_DEM1YR,Road,2006,Ongoing
1533,22,Infra_LUHCC9,Water supply,2006,Completed
1534,35,Infra_HVBOWF,Road,2016,Ongoing
1535,11,Infra_URORA0,School construction,2011,Completed
1536,18,Infra_P3PCKY,Water supply,2007,Planned
1537,21,Infra_JCCSQE,Electricity,2005,Completed
1538,30,Infra_YHWW0Z,Road,2020,Completed
1539,42,Infra_YDH20Q,Bridge,2016,Planned
1540,12,Infra_1S64U1,Bridge,2010,Completed
1541,18,Infra_CSQ2A7,School construction,2009,Completed
1542,18,Infra_BFV1TY,Electricity,2010,Ongoing
1543,44,Infra_NADCJU,Hospital upgrade,2016,Planned
1544,41,Infra_CVIG8D,School construction,2011,Completed
1545,35,Infra_P5LALC,Hospital upgrade,2023,Ongoing
1546,39,Infra_M1BEED,Water supply,2022,Ongoing
1547,31,Infra_S6PHQZ,Hospital upgrade,2016,Completed
1548,18,Infra_DD7DQA,School construction,2019,Planned
1549,45,Infra_CFHA45,School construction,2006,Completed
1550,8,Infra_4WM1DA,Electricity,2005,Planned
1551,20,Infra_IHXZYQ,Hospital upgrade,2017,Completed
1552,13,Infra_MIERSU,Road,2009,Ongoing
1553,25,Infra_RK2ANZ,Water supply,2019,Ongoing
1554,13,Infra_S0YMXP,Road,2023,Ongoing
1555,41,Infra_IYH2RC,Bridge,2019,Completed
1556,3,Infra_G18DSY,School construction,2006,Planned
1557,27,Infra_9AL16V,Bridge,2009,Ongoing
1558,30,Infra_GQU74F,School construction,2018,Ongoing
1559,47,Infra_1CWIJF,Road,2012,Ongoing
1560,30,Infra_5IYVCC,Hospital upgrade,2009,Completed
1561,37,Infra_YQXT92,Electricity,2014,Completed
1562,42,Infra_CNGRB7,School construction,2014,Planned
1563,17,Infra_TVTW7W,Electricity,2024,Completed
1564,18,Infra_AL3Z00,Road,2009,Ongoing
1565,35,Infra_3H3EH1,Water supply,2010,Completed
1566,31,Infra_S003K2,School construction,2020,Completed
1567,45,Infra_ADAG68,Road,2024,Completed
1568,30,Infra_I22058,Water supply,2005,Completed
1569,13,Infra_ZWQ78A,Bridge,2006,Completed
1570,45,Infra_133P0I,Hospital upgrade,2016,Planned
1571,36,Infra_J1TY37,School construction,2010,Completed
1572,33,Infra_JZIYPC,Road,2019,Planned
1573,11,Infra_9B5ZM9,Water supply,2011,Ongoing
1574,26,Infra_8398E8,Electricity,2006,Completed
1575,35,Infra_6ZJL3F,Bridge,2016,Planned
1576,2,Infra_MV26C0,School construction,2023,Ongoing
1577,31,Infra_SCEIGF,School construction,2016,Planned
1578,19,Infra_2HPG5W,Hospital upgrade,2024,Planned
1579,13,Infra_EDG51K,Bridge,2019,Ongoing
1580,45,Infra_ZO1C65,Hospital upgrade,2022,Ongoing
1581,31,Infra_45MR2Z,Bridge,2009,Planned
1582,5,Infra_IIR204,Electricity,2010,Ongoing
1583,5,Infra_EBG4P9,Bridge,2007,Planned
1584,15,Infra_RQMW0Q,Road,2016,Ongoing
1585,29,Infra_0Q9HJ3,School construction,2023,Completed
1586,4,Infra_30APTW,School construction,2020,Completed
1587,43,Infra_H8N70N,Road,2018,Planned
1588,12,Infra_92LGWU,Road,2008,Planned
1589,23,Infra_D22TOT,Electricity,2019,Ongoing
1590,3,Infra_Y3U2H6,Hospital upgrade,2010,Completed
1591,44,Infra_RV1U3F,Water supply,2024,Completed
1592,28,Infra_TO3OFS,Road,2015,Ongoing
1593,5,Infra_R8Q4IK,School construction,2008,Planned
1594,36,Infra_6OT5AW,Water supply,2023,Completed
1595,13,Infra_O2UP4I,Electricity,2008,Completed
1596,3,Infra_D5DOUZ,Electricity,2016,Planned
1597,2,Infra_98UO8T,Water supply,2016,Planned
1598,13,Infra_1B8M7D,Water supply,2016,Planned
1599,18,Infra_QK922Z,Water supply,2012,Planned
1600,9,Infra_BYSMEG,Bridge,2024,Completed
1601,17,Infra_TKTGZM,Bridge,2013,Planned
1602,43,Infra_ENEAZL,Electricity,2009,Completed
1603,10,Infra_1QM970,Electricity,2009,Completed
1604,3,Infra_ZCBZ8Z,Hospital upgrade,2022,Planned
1605,44,Infra_B2DFDR,Bridge,2021,Ongoing
1606,23,Infra_PRKOMQ,School construction,2016,Ongoing
1607,30,Infra_5WWOW2,School construction,2020,Completed
1608,24,Infra_29IRL8,Electricity,2023,Planned
1609,11,Infra_85KUFS,Electricity,2008,Completed
1610,35,Infra_ECBGC0,Road,2015,Completed
1611,17,Infra_I7Z5L0,Water supply,2008,Planned
1612,36,Infra_5C5YZC,Electricity,2024,Planned
1613,1,Infra_TC656J,Road,2005,Planned
1614,15,Infra_JH9IXB,School construction,2022,Completed
1615,27,Infra_CLHXB1,Water supply,2014,Planned
1616,42,Infra_3B5BT9,Water supply,2009,Planned
1617,4,Infra_03IR9Y,Water supply,2015,Completed
1618,39,Infra_CO66KW,Water supply,2024,Planned
1619,11,Infra_CWF2UL,School construction,2015,Planned
1620,37,Infra_SGUUVU,Bridge,2013,Completed
1621,23,Infra_TN3RX9,Bridge,2009,Planned
1622,27,Infra_HFZBG3,Bridge,2016,Planned
1623,30,Infra_7F9VPA,Bridge,2012,Ongoing
1624,35,Infra_X0IB8M,Hospital upgrade,2018,Planned
1625,24,Infra_7ZH2KL,Bridge,2023,Planned
1626,30,Infra_Z8MB9O,Hospital upgrade,2020,Completed
1627,34,Infra_46VS7X,Water supply,2024,Completed
1628,20,Infra_SPGQLQ,Hospital upgrade,2018,Ongoing
1629,11,Infra_2AOWF0,Road,2007,Planned
1630,16,Infra_YDTAAH,School construction,2012,Ongoing
1631,30,Infra_8ZHKOJ,Electricity,2011,Completed
1632,30,Infra_XTQ5B0,Electricity,2022,Planned
1633,1,Infra_W5NI9C,Road,2017,Completed
1634,6,Infra_MYODVH,Electricity,2023,Completed
1635,12,Infra_QE81H8,Electricity,2006,Completed
1636,12,Infra_SG5UHL,Electricity,2015,Planned
1637,32,Infra_3Q1IZW,Electricity,2022,Completed
1638,30,Infra_2JVV3R,School construction,2023,Completed
1639,10,Infra_BY3NNT,Bridge,2018,Ongoing
1640,18,Infra_244P7O,Water supply,2024,Ongoing
1641,3,Infra_I1VS4U,Bridge,2022,Completed
1642,11,Infra_W75U8V,Water supply,2020,Ongoing
1643,37,Infra_Q1N5M6,Bridge,2016,Planned
1644,26,Infra_QW9H4X,Bridge,2009,Planned
1645,30,Infra_TW9O76,School construction,2012,Ongoing
1646,24,Infra_R5NJN9,Bridge,2016,Planned
1647,32,Infra_WUZO6N,Road,2014,Planned
1648,26,Infra_AQ95ST,Water supply,2015,Ongoing
1649,27,Infra_V7UGQ2,Bridge,2019,Ongoing
1650,26,Infra_NOTE9G,Electricity,2017,Ongoing
1651,8,Infra_P6UZPK,Electricity,2020,Completed
1652,44,Infra_YDZ9PB,School construction,2010,Planned
1653,17,Infra_D48H1K,Hospital upgrade,2009,Completed
1654,5,Infra_UO5EAL,School construction,2021,Ongoing
1655,9,Infra_IXECFO,Hospital upgrade,2011,Ongoing
1656,27,Infra_0XUD6P,Water supply,2008,Ongoing
1657,32,Infra_PEUS8M,School construction,2012,Completed
1658,17,Infra_K5S2H7,Water supply,2021,Completed
1659,29,Infra_X6Y445,Road,2013,Completed
1660,3,Infra_P01MTD,Hospital upgrade,2024,Planned
1661,20,Infra_OT11XY,Road,2023,Completed
1662,10,Infra_SRC4I7,Bridge,2010,Completed
1663,36,Infra_QQUOP3,Road,2012,Completed
1664,22,Infra_6HBUQE,Water supply,2012,Ongoing
1665,44,Infra_1ENCUN,Bridge,2010,Planned
1666,3,Infra_C2LWLW,Electricity,2024,Planned
1667,14,Infra_S9TM0V,School construction,2013,Ongoing
1668,1,Infra_GQJ42C,School construction,2021,Completed
1669,25,Infra_3Q8KTG,Water supply,2011,Planned
1670,30,Infra_LHPDYN,Water supply,2023,Ongoing
1671,30,Infra_4OYTGO,School construction,2016,Completed
1672,11,Infra_UFYSGG,Bridge,2022,Completed
1673,12,Infra_1NCSOL,Water supply,2015,Completed
1674,11,Infra_99Q138,Electricity,2007,Ongoing
1675,47,Infra_G31Y3W,Bridge,2005,Planned
1676,32,Infra_KBGZSX,School construction,2024,Planned
1677,1,Infra_7RP6D9,Bridge,2007,Planned
1678,11,Infra_5SOAR4,School construction,2014,Ongoing
1679,36,Infra_ENRVGG,School construction,2015,Completed
1680,1,Infra_KXGQTN,Electricity,2013,Completed
1681,43,Infra_N365BG,Bridge,2015,Ongoing
1682,17,Infra_L74IL1,Road,2024,Ongoing
1683,5,Infra_1EF0V6,Hospital upgrade,2013,Completed
1684,17,Infra_6OMPPK,Water supply,2023,Completed
1685,2,Infra_SK9JO3,Bridge,2006,Completed
1686,46,Infra_5LQWQE,School construction,2016,Planned
1687,30,Infra_3FV32H,Road,2024,Completed
1688,10,Infra_3Y1JAG,School construction,2017,Completed
1689,13,Infra_8VGK45,Water supply,2015,Ongoing
1690,25,Infra_P186OF,Road,2022,Completed
1691,24,Infra_5EDI35,School construction,2007,Completed
1692,7,Infra_12WSIA,Road,2008,Completed
1693,36,Infra_ZROD8E,Road,2011,Planned
1694,43,Infra_4C3O44,Bridge,2011,Ongoing
1695,3,Infra_25N7KS,Road,2024,Ongoing
1696,12,Infra_XNX8VV,Road,2015,Planned
1697,42,Infra_ZPR3IM,Electricity,2005,Planned
1698,36,Infra_GCNFQZ,Road,2005,Completed
1699,36,Infra_2D3VPH,Water supply,2018,Ongoing
1700,45,Infra_L7SCZ0,Hospital upgrade,2011,Planned
1701,8,Infra_PCR6SI,Electricity,2013,Completed
1702,28,Infra_X3S9U3,Hospital upgrade,2021,Planned
1703,19,Infra_B58JEZ,Water supply,2019,Ongoing
1704,25,Infra_FQD2GJ,Electricity,2008,Ongoing
1705,16,Infra_L0IZC2,Bridge,2016,Ongoing
1706,2,Infra_VMNG53,Bridge,2012,Completed
1707,18,Infra_H4USWN,Bridge,2019,Completed
1708,20,Infra_X1V01R,Electricity,2013,Planned
1709,18,Infra_LGBBMF,Road,2015,Completed
1710,24,Infra_63FI9L,Bridge,2017,Completed
1711,22,Infra_Z1P108,Electricity,2008,Planned
1712,15,Infra_4ZSJ1D,Road,2020,Planned
1713,15,Infra_YOGFAT,Electricity,2022,Completed
1714,16,Infra_TLJRXK,Hospital upgrade,2021,Ongoing
1715,17,Infra_R6B28Z,Road,2022,Planned
1716,47,Infra_L912W9,Bridge,2023,Completed
1717,11,Infra_CDVT2E,Water supply,2015,Planned
1718,3,Infra_IXRNEP,Electricity,2023,Completed
1719,7,Infra_VX5KD8,Bridge,2024,Planned
1720,35,Infra_1LSMTN,Electricity,2016,Planned
1721,3,Infra_6IRUH4,Hospital upgrade,2013,Completed
1722,12,Infra_TAGAZQ,Electricity,2022,Completed
1723,24,Infra_ZZSQRC,Bridge,2008,Planned
1724,3,Infra_YERE6Q,Electricity,2018,Completed
1725,3,Infra_615B2U,Water supply,2011,Planned
1726,40,Infra_OS4QC1,Water supply,2014,Completed
1727,45,Infra_CICYFE,Road,2011,Planned
1728,15,Infra_114TDD,Electricity,2020,Planned
1729,28,Infra_3Q7TG3,Electricity,2023,Planned
1730,12,Infra_5GJ4RW,School construction,2006,Planned
1731,25,Infra_KZ1ESM,Bridge,2012,Ongoing
1732,17,Infra_VGG2H4,School construction,2015,Completed
1733,28,Infra_KVZSFO,Electricity,2015,Completed
1734,13,Infra_55XNLW,Hospital upgrade,2014,Ongoing
1735,3,Infra_GGN8I4,Electricity,2006,Planned
1736,46,Infra_MRS6LK,Bridge,2008,Planned
1737,12,Infra_J72N4U,Electricity,2014,Completed
1738,30,Infra_D94X76,Electricity,2014,Completed
1739,6,Infra_0YX2FZ,Bridge,2007,Planned
1740,22,Infra_VMFIAR,Hospital upgrade,2008,Completed
1741,17,Infra_OEOG0F,Electricity,2015,Completed
1742,17,Infra_BTMQJS,Bridge,2017,Planned
1743,20,Infra_9JHY8R,Road,2011,Completed
1744,18,Infra_AVGU2F,Road,2012,Completed
1745,30,Infra_WAUO0K,Hospital upgrade,2011,Ongoing
1746,23,Infra_S7DLOY,Road,2016,Ongoing
1747,33,Infra_51DZS9,Hospital upgrade,2006,Completed
1748,1,Infra_YSQL0U,Bridge,2008,Planned
1749,22,Infra_6BRS2E,School construction,2011,Planned
1750,15,Infra_V6CJZD,Bridge,2010,Completed
1751,47,Infra_N0L9A3,Bridge,2005,Completed
1752,17,Infra_U1WYQ0,Bridge,2017,Ongoing
1753,19,Infra_NAEX7Q,Road,2007,Completed
1754,45,Infra_6JBUIW,Electricity,2005,Ongoing
1755,2,Infra_UPRGKD,Road,2013,Completed
1756,45,Infra_T3B676,Hospital upgrade,2024,Ongoing
1757,31,Infra_1W4JS4,Road,2021,Ongoing
1758,47,Infra_OCG3I5,Bridge,2017,Ongoing
1759,17,Infra_CDY96L,Road,2022,Completed
1760,21,Infra_A2B1O5,Electricity,2015,Ongoing
1761,32,Infra_OJHBER,Electricity,2011,Planned
1762,35,Infra_GQMTTE,Electricity,2019,Ongoing
1763,35,Infra_VLPKR1,School construction,2008,Planned
1764,30,Infra_1HCHVK,Electricity,2005,Ongoing
1765,37,Infra_OZQBPK,Electricity,2012,Planned
1766,11,Infra_D6H5C8,Bridge,2017,Completed
1767,33,Infra_S3IQ5U,Bridge,2011,Ongoing
1768,45,Infra_OI4NKZ,Road,2022,Ongoing
1769,5,Infra_88WTF7,Bridge,2022,Ongoing
1770,30,Infra_5SW4I1,Road,2010,Ongoing
1771,10,Infra_2HOFPR,Hospital upgrade,2009,Ongoing
1772,27,Infra_S52DGK,Water supply,2006,Ongoing
1773,42,Infra_YHWQIC,Water supply,2009,Completed
1774,4,Infra_Z4VED3,Hospital upgrade,2013,Ongoing
1775,25,Infra_3N9UFZ,School construction,2015,Planned
1776,11,Infra_TRLCQG,School construction,2023,Ongoing
1777,11,Infra_3FES4B,Road,2019,Planned
1778,19,Infra_8YS78B,Electricity,2011,Planned
1779,16,Infra_JTSLZM,Bridge,2020,Completed
1780,33,Infra_INR8QE,Bridge,2015,Planned
1781,23,Infra_QAXICA,Hospital upgrade,2020,Completed
1782,31,Infra_0E22IC,Electricity,2005,Ongoing
1783,47,Infra_07I0YE,Bridge,2009,Completed
1784,27,Infra_I0CJUG,Bridge,2021,Ongoing
1785,5,Infra_08349G,Hospital upgrade,2014,Planned
1786,45,Infra_KZDCKV,Electricity,2014,Ongoing
1787,2,Infra_FS43RL,Hospital upgrade,2005,Ongoing
1788,16,Infra_DVQONO,Bridge,2014,Planned
1789,10,Infra_Q8CXU3,School construction,2019,Completed
1790,22,Infra_2C3MGB,Hospital upgrade,2022,Ongoing
1791,38,Infra_GFIJCK,Water supply,2014,Completed
1792,32,Infra_JECRQV,Bridge,2011,Ongoing
1793,43,Infra_AKU80G,Water supply,2005,Planned
1794,39,Infra_657V73,Hospital upgrade,2024,Completed
1795,31,Infra_7J6QRC,Hospital upgrade,2016,Ongoing
1796,47,Infra_N4IFGW,Water supply,2023,Ongoing
1797,23,Infra_1BL912,School construction,2023,Planned
1798,13,Infra_B0WL0D,Road,2008,Planned
1799,43,Infra_5W1R1P,School construction,2024,Ongoing
1800,7,Infra_W9N9H4,Electricity,2009,Planned
1801,24,Infra_J05CJ7,School construction,2005,Ongoing
1802,1,Infra_E7EPY2,Water supply,2013,Ongoing
1803,31,Infra_QRE1DI,Water supply,2022,Completed
1804,4,Infra_CWHIT5,Water supply,2016,Planned
1805,13,Infra_7S2WEC,Water supply,2018,Completed
1806,13,Infra_WD8ZFB,Water supply,2022,Planned
1807,19,Infra_ST7YIR,Water supply,2016,Completed
1808,7,Infra_RJCN2O,Bridge,2012,Completed
1809,11,Infra_IBGYJN,Water supply,2011,Ongoing
1810,33,Infra_ADC0PI,Hospital upgrade,2008,Completed
1811,19,Infra_I7A745,Electricity,2015,Planned
1812,29,Infra_UQFYRM,Water supply,2018,Completed
1813,35,Infra_MV3ISL,Road,2013,Completed
1814,12,Infra_6FQ6FA,Hospital upgrade,2019,Completed
1815,43,Infra_8RP0SV,Electricity,2016,Ongoing
1816,44,Infra_SYBH5Q,Electricity,2020,Planned
1817,26,Infra_QYMZVU,Bridge,2023,Ongoing
1818,46,Infra_E6MK2I,Hospital upgrade,2012,Ongoing
1819,8,Infra_GABSBQ,Water supply,2009,Planned
1820,30,Infra_QFLMEB,Road,2016,Ongoing
1821,11,Infra_1IOOV7,Bridge,2015,Planned
1822,11,Infra_4SKI8V,Electricity,2019,Ongoing
1823,18,Infra_MFPOTA,Hospital upgrade,2005,Ongoing
1824,42,Infra_SC7K28,School construction,2010,Ongoing
1825,17,Infra_LHP3R2,Water supply,2017,Planned
1826,46,Infra_B0LXKR,Water supply,2019,Completed
1827,3,Infra_5E2U86,Electricity,2011,Ongoing
1828,14,Infra_44BXKY,School construction,2014,Planned
1829,13,Infra_3B9PCB,Hospital upgrade,2011,Completed
1830,1,Infra_LBK8DM,Hospital upgrade,2023,Planned
1831,34,Infra_26LIR9,School construction,2016,Planned
1832,26,Infra_LSW4JO,Electricity,2021,Completed
1833,27,Infra_M51IVG,Bridge,2017,Ongoing
1834,24,Infra_W9N1LL,Electricity,2007,Completed
1835,18,Infra_N45M6K,Bridge,2008,Planned
1836,6,Infra_3VDR05,Bridge,2009,Ongoing
1837,17,Infra_7J4DIE,Bridge,2024,Planned
1838,8,Infra_2MOD9T,Bridge,2021,Ongoing
1839,22,Infra_EEK4N7,School construction,2008,Completed
1840,30,Infra_IKDOPH,Water supply,2024,Ongoing
1841,8,Infra_1XKWF7,Hospital upgrade,2020,Completed
1842,3,Infra_JIFMNL,Bridge,2011,Planned
1843,28,Infra_ICM5B9,Hospital upgrade,2023,Ongoing
1844,18,Infra_J8KQB6,Bridge,2013,Ongoing
1845,17,Infra_XHJB9F,Water supply,2010,Completed
1846,39,Infra_5YGGFM,Electricity,2008,Completed
1847,38,Infra_425Y0L,Bridge,2008,Ongoing
1848,26,Infra_LQKBSH,Bridge,2019,Completed
1849,16,Infra_VQGQNS,Water supply,2021,Ongoing
1850,26,Infra_JHF8VI,Electricity,2007,Completed
1851,28,Infra_52D56M,Road,2022,Planned
1852,38,Infra_XFHFBZ,Electricity,2018,Completed
1853,4,Infra_XP81T7,Water supply,2012,Ongoing
1854,18,Infra_ASRB5P,Road,2013,Completed
1855,47,Infra_Z0UHJ5,Bridge,2013,Planned
1856,12,Infra_G048UA,Hospital upgrade,2023,Ongoing
1857,34,Infra_YHWIY9,Electricity,2019,Completed
1858,18,Infra_O3R3EO,Water supply,2014,Planned
1859,29,Infra_9XQCZ5,Bridge,2013,Completed
1860,15,Infra_ZN305Z,Bridge,2020,Completed
1861,30,Infra_ZHEILU,Water supply,2018,Planned
1862,6,Infra_KH445Q,Road,2010,Planned
1863,2,Infra_CL0GWI,Electricity,2015,Completed
1864,14,Infra_ALGLY4,Water supply,2020,Planned
1865,30,Infra_25KCGY,Road,2018,Ongoing
1866,18,Infra_62F1B3,Road,2022,Ongoing
1867,42,Infra_UEP3AV,Water supply,2014,Planned
1868,25,Infra_UF5BRN,Water supply,2013,Planned
1869,4,Infra_K2OPPT,Bridge,2012,Completed
1870,31,Infra_G0LU1R,Hospital upgrade,2016,Ongoing
1871,47,Infra_B749B8,Bridge,2019,Completed
1872,40,Infra_1LW4FK,Water supply,2015,Planned
1873,46,Infra_25V1N2,Bridge,2009,Completed
1874,31,Infra_HW4RXX,Electricity,2007,Completed
1875,22,Infra_4ZZCLM,Electricity,2013,Ongoing
1876,30,Infra_91F74N,Road,2016,Completed
1877,26,Infra_5TKQ8S,School construction,2005,Planned
1878,32,Infra_P22W60,Water supply,2012,Completed
1879,3,Infra_TLGW69,School construction,2006,Ongoing
1880,16,Infra_50L3I8,Hospital upgrade,2024,Planned
1881,47,Infra_505WOH,Bridge,2023,Ongoing
1882,8,Infra_9B7OOH,Hospital upgrade,2008,Ongoing
1883,47,Infra_8FY77J,Bridge,2012,Ongoing
1884,2,Infra_L1RBUK,Water supply,2006,Ongoing
1885,38,Infra_B4QRXI,Water supply,2011,Completed
1886,31,Infra_KUO892,School construction,2006,Completed
1887,30,Infra_5U7S41,Water supply,2006,Planned
1888,11,Infra_PLT6NG,Water supply,2012,Ongoing
1889,8,Infra_LX5LKA,Hospital upgrade,2011,Completed
1890,18,Infra_W2DHVZ,Hospital upgrade,2014,Ongoing
1891,37,Infra_BCMK7A,Bridge,2018,Ongoing
1892,28,Infra_LPIBT9,Hospital upgrade,2015,Planned
1893,31,Infra_7LCLV4,Bridge,2016,Ongoing
1894,39,Infra_HM5W7I,School construction,2010,Completed
1895,43,Infra_MUR5TA,School construction,2021,Completed
1896,18,Infra_ICTNWR,Water supply,2022,Ongoing
1897,22,Infra_A9P9FA,School construction,2020,Completed
1898,11,Infra_EMHA2J,Bridge,2018,Ongoing
1899,24,Infra_08UW3K,Bridge,2018,Ongoing
1900,16,Infra_9ANQIW,Bridge,2016,Planned
1901,30,Infra_9J5HS9,Water supply,2005,Ongoing
1902,14,Infra_YFKRHY,Hospital upgrade,2023,Completed
1903,47,Infra_OVOD1M,Road,2020,Completed
1904,12,Infra_D8HLA5,Road,2022,Ongoing
1905,12,Infra_2ORMLD,Water supply,2018,Ongoing
1906,33,Infra_RV1NMJ,Electricity,2020,Ongoing
1907,46,Infra_CRB5F8,Water supply,2007,Planned
1908,11,Infra_2GWB91,Road,2007,Completed
1909,46,Infra_G4TST2,Bridge,2022,Planned
1910,42,Infra_LQ0YY9,Electricity,2016,Completed
1911,12,Infra_H8Z7NF,Road,2007,Ongoing
1912,3,Infra_UKU7A3,Water supply,2013,Planned
1913,47,Infra_GD4RQL,Water supply,2022,Planned
1914,4,Infra_8PE8CQ,School construction,2023,Planned
1915,23,Infra_M7CPQX,Road,2009,Planned
1916,24,Infra_2ECYG0,Road,2006,Ongoing
1917,45,Infra_XNACKC,Water supply,2012,Completed
1918,11,Infra_XR32OJ,Water supply,2013,Ongoing
1919,2,Infra_11VSZU,Water supply,2022,Ongoing
1920,33,Infra_RVRCAQ,Electricity,2022,Completed
1921,8,Infra_T4G5UW,Water supply,2012,Ongoing
1922,13,Infra_VJRBT0,Road,2008,Completed
1923,46,Infra_OVX7WV,Bridge,2020,Planned
1924,2,Infra_CIUUQG,Road,2018,Ongoing
1925,18,Infra_BIKLTA,Road,2011,Ongoing
1926,6,Infra_S9HUSE,Hospital upgrade,2024,Planned
1927,27,Infra_OPVE93,Electricity,2019,Planned
1928,38,Infra_NCUMLV,Bridge,2023,Planned
1929,5,Infra_K6T1R2,Water supply,2011,Planned
1930,16,Infra_BQT39D,Electricity,2020,Planned
1931,42,Infra_OCYVWS,Water supply,2021,Completed
1932,8,Infra_JS1S3O,School construction,2011,Ongoing
1933,43,Infra_1UB0W6,School construction,2015,Completed
1934,14,Infra_CPH5TI,Hospital upgrade,2022,Completed
1935,18,Infra_00KK5D,Water supply,2011,Completed
1936,18,Infra_VDQMV1,Electricity,2024,Planned
1937,40,Infra_2FZ2XI,Bridge,2006,Ongoing
1938,43,Infra_9TTUQJ,Water supply,2011,Ongoing
1939,7,Infra_R7J8J6,Electricity,2011,Ongoing
1940,14,Infra_O2AOJN,Road,2011,Ongoing
1941,30,Infra_ZBUIC2,Hospital upgrade,2006,Planned
1942,13,Infra_I2MPZQ,School construction,2020,Planned
1943,11,Infra_J2AP7O,Bridge,2020,Ongoing
1944,11,Infra_YHE5AR,Electricity,2019,Completed
1945,4,Infra_K1WEAY,Road,2007,Ongoing
1946,4,Infra_988Y12,Road,2019,Completed
1947,12,Infra_6UF2IH,School construction,2010,Planned
1948,31,Infra_SSJNDZ,Road,2021,Planned
1949,39,Infra_JJC062,Water supply,2024,Ongoing
1950,29,Infra_TCSIHP,Road,2010,Ongoing
1951,20,Infra_6UD3K6,Water supply,2021,Completed
1952,8,Infra_RPHL4W,Hospital upgrade,2008,Ongoing
1953,8,Infra_EGX6K0,Hospital upgrade,2010,Ongoing
1954,11,Infra_P3PB3K,Hospital upgrade,2011,Ongoing
1955,47,Infra_F0GD83,Road,2009,Planned
1956,11,Infra_UTG2ST,Water supply,2015,Planned
1957,47,Infra_UD372P,Bridge,2017,Planned
1958,30,Infra_ZWWI4L,Road,2019,Planned
1959,43,Infra_33BYJF,School construction,2006,Completed
1960,45,Infra_UTJ6M8,School construction,2016,Completed
1961,39,Infra_O8O4CW,Bridge,2017,Completed
1962,18,Infra_7A0VHL,Bridge,2010,Completed
1963,11,Infra_B6DK83,Hospital upgrade,2022,Planned
1964,43,Infra_1NHIGH,Water supply,2017,Ongoing
1965,14,Infra_6DAJT2,Road,2011,Planned
1966,20,Infra_M8PUXC,Water supply,2019,Ongoing
1967,28,Infra_OJ92V3,School construction,2012,Ongoing
1968,44,Infra_MI1UDQ,Bridge,2012,Planned
1969,3,Infra_52XB68,School construction,2021,Ongoing
1970,9,Infra_M527ZF,School construction,2008,Planned
1971,42,Infra_UTPC62,Bridge,2020,Completed
1972,30,Infra_RVAW1Q,Road,2013,Completed
1973,16,Infra_J4MACB,Water supply,2005,Ongoing
1974,11,Infra_2U9GC3,Water supply,2014,Ongoing
1975,8,Infra_JE09EL,Road,2009,Completed
1976,3,Infra_ZCBYWU,Bridge,2010,Planned
1977,30,Infra_CJK0MX,Electricity,2007,Completed
1978,13,Infra_N2ZZLU,Water supply,2011,Ongoing
1979,11,Infra_2MVJ96,Water supply,2024,Ongoing
1980,40,Infra_YFEXOG,Road,2009,Completed
1981,12,Infra_VILFPP,Hospital upgrade,2015,Completed
1982,23,Infra_QOCPD2,Road,2018,Ongoing
1983,30,Infra_77F3XR,School construction,2012,Completed
1984,23,Infra_EJFV7O,Hospital upgrade,2022,Ongoing
